ordem_atributo,tema,campo,ano,indicador,unidade,multiplicador,fonte,codigo_indicador,url_fonte,definicao,nota,municipios_com_valor
25,desenvolvimento_humano,desenvolvimento_humano_fectot_2010,2010,Taxa de fecundidade total (Atlas DH - Censo),Pessoa,,Ipeadata / Atlas do Desenvolvimento Humano (Censo Demográfico),ADH_FECTOT,https://www.ipeadata.gov.br/api/odata4/Metadados('ADH_FECTOT')/Valores,"Número médio de filhos que uma mulher deverá ter ao terminar o período reprodutivo (15 a 49 anos de idade). Dois blocos de indicadores do Atlas do Desenvolvimento Humano no Brasil podem ser utilizados na avaliação das condições de saúde e são suporte à análise da dimensão Longevidade do Índice de Desenvolvimento Humano Municipal (IDHM). Um deles é composto pela taxa de fecundidade total e seu comportamento vincula-se às transformações vivenciadas pela população brasileira na chamada ?transição demográfica?. Cálculo para as pessoas auto declaradas como cor de pele branca. O Atlas do Desenvolvimento Humano no Brasil disponibilizou, em 2017, aberturas por cor somente para 2000 e 2010. Por cor e município, somente para 2010 e em regiões metropolitanas. Dados utilizados para cálculos de indicadores que compõem as três dimensões do IDHM (Índice de Desenvolvimento Humano Municipal) que são: Longevidade, Educação e Renda. Nota: elaborado por PNUD, IPEA e FJP / Atlas do Desenvolvimento Humano no Brasil a partir dos microdados de Censos Demográficos do IBGE. Mais Informações:  Metodologia do Atlas do Desenvolvimento Humano 
 Fonte primária aguarda microdados do Censo 2022.  Para acessar outras desagregações, utilize os atalhos a seguir: 
 Brasil  | 
 por Região  | 
 por UF  | 
 por Município .  
 por Cor/Raça > 
 Brancos   |    
 Pretos/Pardos 
 por tipo domicilio > 
 Rural   |    
 Urbano 
  Ipeadata - Página principal .",Referencia historica de 2010; nao e um indicador de 2022.,645
26,desenvolvimento_humano,desenvolvimento_humano_mort1_2010,2010,Taxa de mortalidade até um ano de idade (Atlas DH - Censo),Óbitos por mil,,Ipeadata / Atlas do Desenvolvimento Humano (Censo Demográfico),ADH_MORT1,https://www.ipeadata.gov.br/api/odata4/Metadados('ADH_MORT1')/Valores,"Número de crianças que não deverão sobreviver ao primeiro ano de vida em cada 1000 crianças nascidas vivas. Dois blocos de indicadores do Atlas do Desenvolvimento Humano no Brasil podem ser utilizados na avaliação das condições de saúde e são suporte à análise da dimensão Longevidade do Índice de Desenvolvimento Humano Municipal (IDHM). Um deles é composto pelo indicadores de longevidade e mortalidade que inclui a taxa de mortalidade infantil, as probabilidades de morte até 5, 40 e 60 anos de idade e a esperança de vida ao nascer. A taxa de mortalidade infantil traduz o impacto das condições socioeconômicas da área geográfica de referência do recém-nascido. Quanto mais desenvolvida for uma região, mais a mortalidade infantil se relaciona a causas endógenas, determinadas pelos riscos de mortalidade neonatal (primeiros 28 dias de vida). Nas regiões menos desenvolvidas, além das causas endógenas, acrescentam-se, de forma determinante, as causas exógenas, entre elas a desnutrição e as doenças infecciosas e respiratórias. As probabilidades de morte espelham privações em distintas etapas da vida, em que diferentes causas atuam negativamente. Dados utilizados para cálculos de indicadores que compõem as três dimensões do IDHM (Índice de Desenvolvimento Humano Municipal) que são: Longevidade, Educação e Renda. Nota: elaborado por PNUD, IPEA e FJP / Atlas do Desenvolvimento Humano no Brasil a partir dos microdados de Censos Demográficos do IBGE. Mais Informações:  Metodologia do Atlas do Desenvolvimento Humano  Fonte primária aguarda microdados do Censo 2022.  Para acessar outras desagregações, utilize os atalhos a seguir: 
 Brasil  | 
 por Região  | 
 por UF  | 
 por Município .  
 por Gênero > 
 Homens   |    
 Mulheres 
 por Cor/Raça > 
 Brancos   |    
 Pretos/Pardos 
 por tipo domicilio > 
 Rural   |    
 Urbano .
  
dados do Atlas do Desenvolvimento Humano/PNAD Contínua>
 Tx. Mort. até 1 ano (BR)  | 
 Tx. Mort. até 1 ano (UF´s) .
  
dados do Min. da Saúde (anual)> 
 Tx. Mort. Neonatal (até 27 dias)  | 
 Tx. Mort. até 5 anos .
  Ipeadata - Página principal .",Referencia historica de 2010; nao e um indicador de 2022.,645
27,desenvolvimento_humano,desenvolvimento_humano_mort5_2010,2010,Taxa de mortalidade até cinco anos de idade (Atlas DH - Censo),Óbitos por mil,,Ipeadata / Atlas do Desenvolvimento Humano (Censo Demográfico),ADH_MORT5,https://www.ipeadata.gov.br/api/odata4/Metadados('ADH_MORT5')/Valores,"Probabilidade de morrer entre o nascimento e a idade exata de 5 anos, por 1000 crianças nascidas vivas. Dois blocos de indicadores do Atlas do Desenvolvimento Humano no Brasil podem ser utilizados na avaliação das condições de saúde e são suporte à análise da dimensão Longevidade do Índice de Desenvolvimento Humano Municipal (IDHM). Um deles é composto pelo indicadores de longevidade e mortalidade que inclui a taxa de mortalidade infantil, as probabilidades de morte até 5, 40 e 60 anos de idade e a esperança de vida ao nascer. A taxa de mortalidade infantil traduz o impacto das condições socioeconômicas da área geográfica de referência do recém-nascido. Quanto mais desenvolvida for uma região, mais a mortalidade infantil se relaciona a causas endógenas, determinadas pelos riscos de mortalidade neonatal (primeiros 28 dias de vida). Nas regiões menos desenvolvidas, além das causas endógenas, acrescentam-se, de forma determinante, as causas exógenas, entre elas a desnutrição e as doenças infecciosas e respiratórias. As probabilidades de morte espelham privações em distintas etapas da vida, em que diferentes causas atuam negativamente. Dados utilizados para cálculos de indicadores que compõem as três dimensões do IDHM (Índice de Desenvolvimento Humano Municipal) que são: Longevidade, Educação e Renda. Nota: elaborado por PNUD, IPEA e FJP / Atlas do Desenvolvimento Humano no Brasil a partir dos microdados de Censos Demográficos do IBGE. Mais Informações:  Metodologia do Atlas do Desenvolvimento Humano  Fonte primária aguarda microdados do Censo 2022.  Para acessar outras desagregações, utilize os atalhos a seguir: 
 Brasil  | 
 por Região  | 
 por UF  | 
 por Município .  
 por Gênero > 
 Homens   |    
 Mulheres 
 por Cor/Raça > 
 Brancos   |    
 Pretos/Pardos 
 por tipo domicilio > 
 Rural   |    
 Urbano .
  
dados do Atlas do Desenvolvimento Humano/PNAD Contínua>
 Tx. Mort. até 1 ano (BR)  | 
 Tx. Mort. até 1 ano (UF´s) .
  
dados do Min. da Saúde (anual)> 
 Tx. Mort. Neonatal (até 27 dias)  | 
 Tx. Mort. até 5 anos .
  Ipeadata - Página principal .",Referencia historica de 2010; nao e um indicador de 2022.,645
28,desenvolvimento_humano,desenvolvimento_humano_razdep_2010,2010,Razão de Dependência (Atlas DH - Censo),(%),,Ipeadata / Atlas do Desenvolvimento Humano (Censo Demográfico),ADH_RAZDEP,https://www.ipeadata.gov.br/api/odata4/Metadados('ADH_RAZDEP')/Valores,"	A razão de dependência é medida pela razão entre o número de pessoas com 14 anos ou menos e de 65 anos ou mais de idade (população dependente) e o número de pessoas com idade de 15 a 64 anos (população potencialmente ativa) multiplicado por 100.  Indicadores da estrutura etária das populações, percentual da população em domicílios com elevada razão de dependência. Refere-se a demografia e colaboram com a análise de um dos indicadores que compõem uma das três dimensões do IDHM (Índice de Desenvolvimento Humano Municipal) que são: Longevidade, Educação e Renda. Nota: elaborado PNUD, IPEA e FJP a partir dos microdados de Censos Demográficos do IBGE.  Os dados de 2022 foram obtidos através da tabela 9606 (SIDRA/IBGE).	.
 Para acessar outras desagregações, utilize os atalhos a seguir: 
 Brasil  | 
 por Região  | 
 por UF  | 
 por Município .  
 por Gênero > 
 Homens   |    
 Mulheres 
 por Cor/Raça > 
 Brancos   |    
 Pretos/Pardos 
 por tipo domicilio > 
 Rural   |    
 Urbano 
  Ipeadata - Página principal .",Referencia historica de 2010; nao e um indicador de 2022.,645
29,desenvolvimento_humano,desenvolvimento_humano_sobre40_2010,2010,Probabilidade de sobrevivência até 40 anos (Atlas DH - Censo),(%),,Ipeadata / Atlas do Desenvolvimento Humano (Censo Demográfico),ADH_SOBRE40,https://www.ipeadata.gov.br/api/odata4/Metadados('ADH_SOBRE40')/Valores,"Probabilidade de uma criança recém-nascida viver até os 40 anos, se permanecerem constantes ao longo da vida o nível e o padrão de mortalidade por idade prevalecentes no ano do Censo  Indicadores da probabilidade de sobrevivência. Refere-se a demografia e saúde e colaboram com a análise de um dos indicadores que compõem uma das três dimensões do IDHM (Índice de Desenvolvimento Humano Municipal) que são: Longevidade, Educação e Renda. Nota: elaborado por PNUD, IPEA e FJP / Atlas do Desenvolvimento Humano no Brasil a partir dos microdados de Censos Demográficos do IBGE. Mais Informações:  Metodologia do Atlas do Desenvolvimento Humano  Fonte primária aguarda microdados do Censo 2022.  Para acessar outras desagregações, utilize os atalhos a seguir: 
 Brasil  | 
 por Região  | 
 por UF  | 
 por Município .  
         por Gênero > 
         Homens   |    
         Mulheres 
         por Cor/Raça > 
         Brancos   |    
         Pretos/Pardos 
         por tipo domicilio > 
         Rural   |    
         Urbano 
          Ipeadata - Página principal .",Referencia historica de 2010; nao e um indicador de 2022.,645
30,desenvolvimento_humano,desenvolvimento_humano_sobre60_2010,2010,Probabilidade de sobrevivência até 60 anos (Atlas DH - Censo),(%),,Ipeadata / Atlas do Desenvolvimento Humano (Censo Demográfico),ADH_SOBRE60,https://www.ipeadata.gov.br/api/odata4/Metadados('ADH_SOBRE60')/Valores,"Probabilidade de uma criança recém-nascida viver até os 60 anos, se permanecerem constantes ao longo da vida o nível e o padrão de mortalidade por idade prevalecentes no ano do Censo.  Indicadores da probabilidade de sobrevivência. Refere-se a demografia e saúde e colaboram com a análise de um dos indicadores que compõem uma das três dimensões do IDHM (Índice de Desenvolvimento Humano Municipal) que são: Longevidade, Educação e Renda. Nota: elaborado por PNUD, IPEA e FJP / Atlas do Desenvolvimento Humano no Brasil a partir dos microdados de Censos Demográficos do IBGE. Mais Informações:  Metodologia do Atlas do Desenvolvimento Humano  Fonte primária aguarda microdados do Censo 2022.  Para acessar outras desagregações, utilize os atalhos a seguir: 
 Brasil  | 
 por Região  | 
 por UF  | 
 por Município .  
         por Gênero > 
         Homens   |    
         Mulheres 
         por Cor/Raça > 
         Brancos   |    
         Pretos/Pardos 
         por tipo domicilio > 
         Rural   |    
         Urbano 
          Ipeadata - Página principal .",Referencia historica de 2010; nao e um indicador de 2022.,645
31,economia,economia_pib_mil_reais_2021,2021,PIB a preços correntes / Série revisada,R$,1000.0,IBGE / Produto Interno Bruto dos Municípios,46997,https://servicodados.ibge.gov.br/api/v1/pesquisas/38/periodos/2021/indicadores/46997/resultados/350010,PIB a preços correntes / Série revisada,"{""periodo"": {""fonte"": [""IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA""], ""nota"": [""Os dados da série revisada têm como referência o ano de 2010, seguindo a nova referência das Contas Nacionais""], ""periodo"": ""2021"", ""versao"": 38, ""publicacao"": ""15/12/2023 10:00:00""}, ""indicador"": []}",645
32,economia,economia_pib_mil_reais_2022,2022,PIB a preços correntes / Série revisada,R$,1000.0,IBGE / Produto Interno Bruto dos Municípios,46997,https://servicodados.ibge.gov.br/api/v1/pesquisas/38/periodos/2022/indicadores/46997/resultados/350010,PIB a preços correntes / Série revisada,"{""periodo"": {""fonte"": [""IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA""], ""nota"": [""Para os anos de 2022 e 2023, foram divulgados apenas o Produto Interno Bruto e o Produto Interno Bruto per capita, conforme nota técnica 02/2024 do Sistema de Contas Nacionais, acessível em https://biblioteca.ibge.gov.br/visualizacao/livros/liv102094.pdf""], ""periodo"": ""2022"", ""versao"": 38, ""publicacao"": ""19/12/2025 10:00:00""}, ""indicador"": []}",645
33,economia,economia_pib_mil_reais_2023,2023,PIB a preços correntes / Série revisada,R$,1000.0,IBGE / Produto Interno Bruto dos Municípios,46997,https://servicodados.ibge.gov.br/api/v1/pesquisas/38/periodos/2023/indicadores/46997/resultados/350010,PIB a preços correntes / Série revisada,"{""periodo"": {""fonte"": [""IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA""], ""nota"": [""Para os anos de 2022 e 2023, foram divulgados apenas o Produto Interno Bruto e o Produto Interno Bruto per capita, conforme nota técnica 02/2024 do Sistema de Contas Nacionais, acessível em https://biblioteca.ibge.gov.br/visualizacao/livros/liv102094.pdf""], ""periodo"": ""2023"", ""versao"": 38, ""publicacao"": ""19/12/2025 10:00:00""}, ""indicador"": []}",645
34,economia,economia_pib_per_capita_reais_2021,2021,PIB per capita / Série revisada,R$,1.0,IBGE / Produto Interno Bruto dos Municípios,47001,https://servicodados.ibge.gov.br/api/v1/pesquisas/38/periodos/2021/indicadores/47001/resultados/350010,PIB per capita / Série revisada,"{""periodo"": {""fonte"": [""IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA""], ""nota"": [""Os dados da série revisada têm como referência o ano de 2010, seguindo a nova referência das Contas Nacionais""], ""periodo"": ""2021"", ""versao"": 38, ""publicacao"": ""15/12/2023 10:00:00""}, ""indicador"": []}",645
35,economia,economia_pib_per_capita_reais_2022,2022,PIB per capita / Série revisada,R$,1.0,IBGE / Produto Interno Bruto dos Municípios,47001,https://servicodados.ibge.gov.br/api/v1/pesquisas/38/periodos/2022/indicadores/47001/resultados/350010,PIB per capita / Série revisada,"{""periodo"": {""fonte"": [""IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA""], ""nota"": [""Para os anos de 2022 e 2023, foram divulgados apenas o Produto Interno Bruto e o Produto Interno Bruto per capita, conforme nota técnica 02/2024 do Sistema de Contas Nacionais, acessível em https://biblioteca.ibge.gov.br/visualizacao/livros/liv102094.pdf""], ""periodo"": ""2022"", ""versao"": 38, ""publicacao"": ""19/12/2025 10:00:00""}, ""indicador"": []}",645
36,economia,economia_pib_per_capita_reais_2023,2023,PIB per capita / Série revisada,R$,1.0,IBGE / Produto Interno Bruto dos Municípios,47001,https://servicodados.ibge.gov.br/api/v1/pesquisas/38/periodos/2023/indicadores/47001/resultados/350010,PIB per capita / Série revisada,"{""periodo"": {""fonte"": [""IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA""], ""nota"": [""Para os anos de 2022 e 2023, foram divulgados apenas o Produto Interno Bruto e o Produto Interno Bruto per capita, conforme nota técnica 02/2024 do Sistema de Contas Nacionais, acessível em https://biblioteca.ibge.gov.br/visualizacao/livros/liv102094.pdf""], ""periodo"": ""2023"", ""versao"": 38, ""publicacao"": ""19/12/2025 10:00:00""}, ""indicador"": []}",645
37,economia,economia_vab_total_mil_reais_2021,2021,Valor adicionado bruto a preços correntes / Série revisada,R$,1000.0,IBGE / Produto Interno Bruto dos Municípios,47004,https://servicodados.ibge.gov.br/api/v1/pesquisas/38/periodos/2021/indicadores/47004/resultados/350010,Valor adicionado bruto a preços correntes / Série revisada,"{""periodo"": {""fonte"": [""IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA""], ""nota"": [""Os dados da série revisada têm como referência o ano de 2010, seguindo a nova referência das Contas Nacionais""], ""periodo"": ""2021"", ""versao"": 38, ""publicacao"": ""15/12/2023 10:00:00""}, ""indicador"": []}",645
38,economia,economia_vab_agropecuaria_mil_reais_2021,2021,Valor adicionado bruto a preços correntes / Série revisada / Atividade econômica / Agropecuária,R$,1000.0,IBGE / Produto Interno Bruto dos Municípios,47006,https://servicodados.ibge.gov.br/api/v1/pesquisas/38/periodos/2021/indicadores/47006/resultados/350010,Valor adicionado bruto a preços correntes / Série revisada / Atividade econômica / Agropecuária,"{""periodo"": {""fonte"": [""IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA""], ""nota"": [""Os dados da série revisada têm como referência o ano de 2010, seguindo a nova referência das Contas Nacionais""], ""periodo"": ""2021"", ""versao"": 38, ""publicacao"": ""15/12/2023 10:00:00""}, ""indicador"": []}",645
39,economia,economia_vab_industria_mil_reais_2021,2021,Valor adicionado bruto a preços correntes / Série revisada / Atividade econômica / Indústria,R$,1000.0,IBGE / Produto Interno Bruto dos Municípios,47007,https://servicodados.ibge.gov.br/api/v1/pesquisas/38/periodos/2021/indicadores/47007/resultados/350010,Valor adicionado bruto a preços correntes / Série revisada / Atividade econômica / Indústria,"{""periodo"": {""fonte"": [""IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA""], ""nota"": [""Os dados da série revisada têm como referência o ano de 2010, seguindo a nova referência das Contas Nacionais""], ""periodo"": ""2021"", ""versao"": 38, ""publicacao"": ""15/12/2023 10:00:00""}, ""indicador"": []}",645
40,economia,economia_vab_servicos_mil_reais_2021,2021,"Valor adicionado bruto a preços correntes / Série revisada / Atividade econômica / Serviços - Exclusive Administração, defesa, educação e saúde públicas e seguridade social",R$,1000.0,IBGE / Produto Interno Bruto dos Municípios,47008,https://servicodados.ibge.gov.br/api/v1/pesquisas/38/periodos/2021/indicadores/47008/resultados/350010,"Valor adicionado bruto a preços correntes / Série revisada / Atividade econômica / Serviços - Exclusive Administração, defesa, educação e saúde públicas e seguridade social","{""periodo"": {""fonte"": [""IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA""], ""nota"": [""Os dados da série revisada têm como referência o ano de 2010, seguindo a nova referência das Contas Nacionais""], ""periodo"": ""2021"", ""versao"": 38, ""publicacao"": ""15/12/2023 10:00:00""}, ""indicador"": []}",645
41,economia,economia_vab_administracao_mil_reais_2021,2021,"Valor adicionado bruto a preços correntes / Série revisada / Atividade econômica / Administração, defesa, educação e saúde públicas e seguridade social",R$,1000.0,IBGE / Produto Interno Bruto dos Municípios,47009,https://servicodados.ibge.gov.br/api/v1/pesquisas/38/periodos/2021/indicadores/47009/resultados/350010,"Valor adicionado bruto a preços correntes / Série revisada / Atividade econômica / Administração, defesa, educação e saúde públicas e seguridade social","{""periodo"": {""fonte"": [""IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA""], ""nota"": [""Os dados da série revisada têm como referência o ano de 2010, seguindo a nova referência das Contas Nacionais""], ""periodo"": ""2021"", ""versao"": 38, ""publicacao"": ""15/12/2023 10:00:00""}, ""indicador"": []}",645
