ordem_atributo,campo,tabela,variavel_id,variavel,unidade,categorias,categorias_ids,fonte,tema,campo_original,municipios_com_registro,valores_numericos,divulgacao,fonte_divulgacao,camada_anterior
4847,migracao_V13000605,10161,1013340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência - percentual do total geral,Percentual,Sexo: Total | País de residência 5 anos antes da data de referência: Tuvalu,"[[""2"", ""6794""], [""2084"", ""79160""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000605,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4848,migracao_V13000606,10161,1013340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência - percentual do total geral,Percentual,Sexo: Total | País de residência 5 anos antes da data de referência: Ucrânia,"[[""2"", ""6794""], [""2084"", ""79161""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000606,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4849,migracao_V13000607,10161,1013340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência - percentual do total geral,Percentual,Sexo: Total | País de residência 5 anos antes da data de referência: Uganda,"[[""2"", ""6794""], [""2084"", ""79162""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000607,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4850,migracao_V13000608,10161,1013340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência - percentual do total geral,Percentual,Sexo: Total | País de residência 5 anos antes da data de referência: Uruguai,"[[""2"", ""6794""], [""2084"", ""79163""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000608,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4851,migracao_V13000609,10161,1013340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência - percentual do total geral,Percentual,Sexo: Total | País de residência 5 anos antes da data de referência: Uzbequistão,"[[""2"", ""6794""], [""2084"", ""79164""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000609,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4852,migracao_V13000610,10161,1013340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência - percentual do total geral,Percentual,Sexo: Total | País de residência 5 anos antes da data de referência: Vanuatu,"[[""2"", ""6794""], [""2084"", ""79165""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000610,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4853,migracao_V13000611,10161,1013340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência - percentual do total geral,Percentual,Sexo: Total | País de residência 5 anos antes da data de referência: Vaticano,"[[""2"", ""6794""], [""2084"", ""79166""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000611,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4854,migracao_V13000612,10161,1013340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência - percentual do total geral,Percentual,Sexo: Total | País de residência 5 anos antes da data de referência: Venezuela,"[[""2"", ""6794""], [""2084"", ""79167""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000612,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4855,migracao_V13000613,10161,1013340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência - percentual do total geral,Percentual,Sexo: Total | País de residência 5 anos antes da data de referência: Vietnã,"[[""2"", ""6794""], [""2084"", ""79168""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000613,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4856,migracao_V13000614,10161,1013340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência - percentual do total geral,Percentual,Sexo: Total | País de residência 5 anos antes da data de referência: Zâmbia,"[[""2"", ""6794""], [""2084"", ""79169""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000614,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4857,migracao_V13000615,10161,1013340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência - percentual do total geral,Percentual,Sexo: Total | País de residência 5 anos antes da data de referência: Zimbábue,"[[""2"", ""6794""], [""2084"", ""79170""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000615,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4858,migracao_V13000616,10161,1013340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência - percentual do total geral,Percentual,Sexo: Total | País de residência 5 anos antes da data de referência: Não sabe país estrangeiro,"[[""2"", ""6794""], [""2084"", ""79171""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000616,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4859,migracao_V13000617,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Homens | País de residência 5 anos antes da data de referência: Total,"[[""2"", ""4""], [""2084"", ""77842""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000617,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4860,migracao_V13000618,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Mulheres | País de residência 5 anos antes da data de referência: Total,"[[""2"", ""5""], [""2084"", ""77842""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000618,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4861,migracao_V13000619,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Total,"[[""2"", ""6794""], [""2084"", ""77842""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000619,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4862,migracao_V13000620,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Afeganistão,"[[""2"", ""6794""], [""2084"", ""78041""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000620,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4863,migracao_V13000621,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: África do Sul,"[[""2"", ""6794""], [""2084"", ""78042""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000621,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4864,migracao_V13000622,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Albânia,"[[""2"", ""6794""], [""2084"", ""78043""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000622,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4865,migracao_V13000623,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Alemanha,"[[""2"", ""6794""], [""2084"", ""78044""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000623,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4866,migracao_V13000624,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Andorra,"[[""2"", ""6794""], [""2084"", ""78045""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000624,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4867,migracao_V13000625,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Angola,"[[""2"", ""6794""], [""2084"", ""78046""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000625,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4868,migracao_V13000626,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Antígua e Barbuda,"[[""2"", ""6794""], [""2084"", ""78047""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000626,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4869,migracao_V13000627,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Arábia Saudita,"[[""2"", ""6794""], [""2084"", ""78048""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000627,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4870,migracao_V13000628,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Argélia,"[[""2"", ""6794""], [""2084"", ""78049""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000628,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4871,migracao_V13000629,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Argentina,"[[""2"", ""6794""], [""2084"", ""78050""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000629,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4872,migracao_V13000630,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Armênia,"[[""2"", ""6794""], [""2084"", ""78051""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000630,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4873,migracao_V13000631,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Austrália,"[[""2"", ""6794""], [""2084"", ""78052""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000631,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4874,migracao_V13000632,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Áustria,"[[""2"", ""6794""], [""2084"", ""78053""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000632,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4875,migracao_V13000633,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Azerbaijão,"[[""2"", ""6794""], [""2084"", ""78054""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000633,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4876,migracao_V13000634,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Bahamas,"[[""2"", ""6794""], [""2084"", ""78055""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000634,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4877,migracao_V13000635,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Bangladesh,"[[""2"", ""6794""], [""2084"", ""78056""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000635,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4878,migracao_V13000636,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Barbados,"[[""2"", ""6794""], [""2084"", ""78057""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000636,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4879,migracao_V13000637,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Barein,"[[""2"", ""6794""], [""2084"", ""78058""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000637,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4880,migracao_V13000638,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Bielorrússia,"[[""2"", ""6794""], [""2084"", ""78059""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000638,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4881,migracao_V13000639,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Bélgica,"[[""2"", ""6794""], [""2084"", ""78060""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000639,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4882,migracao_V13000640,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Belize,"[[""2"", ""6794""], [""2084"", ""78061""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000640,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4883,migracao_V13000641,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Benin,"[[""2"", ""6794""], [""2084"", ""78062""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000641,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4884,migracao_V13000642,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Bolívia,"[[""2"", ""6794""], [""2084"", ""78063""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000642,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4885,migracao_V13000643,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Bósnia e Herzegovina,"[[""2"", ""6794""], [""2084"", ""78064""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000643,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4886,migracao_V13000644,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Botswana,"[[""2"", ""6794""], [""2084"", ""78065""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000644,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4887,migracao_V13000645,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Brunei,"[[""2"", ""6794""], [""2084"", ""78066""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000645,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4888,migracao_V13000646,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Bulgária,"[[""2"", ""6794""], [""2084"", ""78067""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000646,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4889,migracao_V13000647,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Burkina Faso,"[[""2"", ""6794""], [""2084"", ""78068""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000647,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4890,migracao_V13000648,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Burundi,"[[""2"", ""6794""], [""2084"", ""78069""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000648,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4891,migracao_V13000649,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Butão,"[[""2"", ""6794""], [""2084"", ""78070""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000649,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4892,migracao_V13000650,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Cabo Verde,"[[""2"", ""6794""], [""2084"", ""78071""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000650,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4893,migracao_V13000651,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Camarões,"[[""2"", ""6794""], [""2084"", ""78072""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000651,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4894,migracao_V13000652,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Camboja,"[[""2"", ""6794""], [""2084"", ""78073""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000652,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4895,migracao_V13000653,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Canadá,"[[""2"", ""6794""], [""2084"", ""78074""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000653,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4896,migracao_V13000654,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Cazaquistão,"[[""2"", ""6794""], [""2084"", ""78075""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000654,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4897,migracao_V13000655,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Catar,"[[""2"", ""6794""], [""2084"", ""78076""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000655,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4898,migracao_V13000656,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Chade,"[[""2"", ""6794""], [""2084"", ""78077""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000656,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4899,migracao_V13000657,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: Chile,"[[""2"", ""6794""], [""2084"", ""78078""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000657,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
4900,migracao_V13000658,10161,13340,Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência,Pessoas,Sexo: Total | País de residência 5 anos antes da data de referência: China,"[[""2"", ""6794""], [""2084"", ""78079""]]",https://sidra.ibge.gov.br/tabela/10161,13_migracao,V13000658,387,387,Censo Demográfico | Fecundidade e Migração - Resultados preliminares da Amostra,https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/amostra-fecundidade-e-migracao,13_migracao_04
